,Oncotree,Term
2279,AODG,Undifferentiated Oligodendroglioma
2280,AODG,WHO Grade III Oligodendroglial Neoplasm
2281,AODG,WHO Grade III Oligodendroglial Tumor
2282,IPMN,Pancreatic Intraductal Papillary-Mucinous Neoplasm
2283,IPMN,Pancreatic Intraductal Papillary-Mucinous Tumor
2284,IPMN,Pancreatic IPMN
2285,PSTT,Placental Site Gestational Trophoblastic Tumor
2286,PSTT,Placental-Site Gestational Trophoblastic Neoplasm
2287,PSTT,Placental-Site Gestational Trophoblastic Tumor
2288,PSTT,Placental-Site GTT
2289,CEMU,Colloid Adenocarcinoma
2290,CEMU,Colloid Carcinoma
2291,CEMU,Gelatinous Adenocarcinoma
2292,CEMU,Gelatinous Carcinoma
2293,CEMU,Mucinous Adenocarcinoma
2294,CEMU,Mucinous Carcinoma
2295,CEMU,Mucoid Adenocarcinoma
2296,CEMU,Mucoid Carcinoma
2297,CEMU,Mucous Adenocarcinoma
2298,CEMU,Mucous Carcinoma
2299,UMC,Endometrial Mucinous Adenocarcinoma
2300,UMC,Uterine Corpus Mucinous Adenocarcinoma
2301,MBL,Medulloblastoma
2302,READ,Adenocarcinoma of Rectum
2303,READ,Adenocarcinoma of the Rectum
2304,READ,Rectal Adenocarcinoma
2305,BMT,Central Nervous System Mature Teratoma
2306,BMT,CNS Mature Teratoma
2307,BMT,Mature Teratoma of Central Nervous System
2308,BMT,Mature Teratoma of CNS
2309,BMT,Mature Teratoma of the Central Nervous System
2310,BMT,Mature Teratoma of the CNS
2311,AGA,Adenocarcinoma of Anal Gland
2312,AGA,Adenocarcinoma of the Anal Gland
2313,AGA,Anal Glands Adenocarcinoma
2314,EPIS,Epithelioid Cell Sarcoma
2315,EPIS,Epithelioid Sarcoma
2316,EPIS,ES
2317,LUNE,Large Cell NEC
2318,LUNE,Large Cell Neuroendocrine Carcinoma
2319,LUNE,Large-cell neuroendocrine carcinoma
2320,LUNE,LCNEC
2321,UCA,Carcinoma of the Urethra
2322,UCA,Carcinoma of Urethra
2323,UCA,Urethra Carcinoma
2324,UCA,Urethral Cancer
2325,UCA,Urethral Carcinoma
2326,WPSCC,Condylomatous Carcinoma of Penis
2327,WPSCC,Condylomatous Carcinoma of the Penis
2328,WPSCC,Condylomatous Penile Squamous Cell Carcinoma
2329,WPSCC,Condylomatous Squamous Cell Carcinoma of Penis
2330,WPSCC,Condylomatous Squamous Cell Carcinoma of the Penis
2331,WPSCC,"Squamous Cell Carcinoma of Penis, Condylomatous Type"
2332,WPSCC,"Squamous Cell Carcinoma of Penis, Warty Type"
2333,WPSCC,"Squamous Cell Carcinoma of the Penis, Condylomatous Type"
2334,WPSCC,"Squamous Cell Carcinoma of the Penis, Warty Type"
2335,WPSCC,Warty Carcinoma of Penis
2336,WPSCC,Warty Carcinoma of the Penis
2337,WPSCC,Warty Penile Squamous Cell Carcinoma
2338,WPSCC,Warty Squamous Cell Carcinoma of Penis
2339,WPSCC,Warty Squamous Cell Carcinoma of the Penis
2340,CEGCC,"Cervical Adenosquamous Carcinoma, Glassy Cell Variant"
2341,RBL,RB
2342,RBL,Retinoblastoma
2343,RLCLC,Large Cell Carcinoma with Rhabdoid Phenotype
2344,RLCLC,Large Cell Lung Carcinoma with Rhabdoid Phenotype
2345,RLCLC,Lung Large Cell Carcinoma with Rhabdoid Phenotype
2346,NPC,Cancer of Nasopharynx
2347,NPC,Cancer of the Nasopharynx
2348,NPC,Carcinoma of Nasopharynx
2349,NPC,Carcinoma of the Nasopharynx
2350,NPC,Nasopharyngeal Cancer
2351,NPC,Nasopharyngeal Carcinoma
2352,SECOS,Secondary Bone Osteosarcoma
2353,SECOS,Secondary Osteosarcoma
2354,MBOV,Borderline Ovarian Mucinous Neoplasm
2355,MBOV,Borderline Ovarian Mucinous Tumor
2356,EMBCA,Embryonal Carcinoma of Testis
2357,EMBCA,Embryonal Carcinoma of the Testis
2358,EMBCA,Testicular Embryonal Carcinoma
2359,CCOC,Clear Cell Ameloblastoma
2360,CCOC,Clear Cell Odontogenic Carcinoma
2361,CCOC,Clear Cell Odontogenic Tumor
2362,IHM,Chorioadenoma Destruens
2363,IHM,Chorioadenoma
2364,IHM,Invasive Gestational Trophoblastic Neoplasm
2365,IHM,Invasive Hydatidiform Mole
2366,IHM,Invasive Mole
2370,SCEMU,Signet Ring Mucinous Carcinoma
2372,LUCA,Lung Carcinoid
2374,PCT,Porphyria Cutania Tarda
2376,EBVMCU,EBV Positive Mucocutaneous Ulcer
2379,PMF,Primary Myelofibrosis
2380,MOV,Mucinous Ovarian Cancer
2381,LGESS,Low-Grade Endometrial Stromal Sarcoma
2382,ULMS,Uterine Leiomyosarcoma
2383,SCT,"Steroid Cell Tumor, NOS"
2384,GINETES,Gastrointestinal Neuroendocrine Tumors of the Esophagus/Stomach
2385,FHPTLD,Florid Follicular Hyperplasia PTLD
2390,UESL,Undifferentiated Embryonal Sarcoma of the Liver
2391,HPCCNS,Hemangiopericytoma of the Central Nervous System
2397,AMLMD,AML with Minimal Differentiation
2398,MACR,Mucinous Adenocarcinoma of the Colon and Rectum
2400,LRCHL,Lymphocyte-Rich Classical Hodgkin Lymphoma
2401,IMTL,Inflammatory Myofibroblastic Lung Tumor
2402,USARC,Uterine Sarcoma/Mesenchymal
2403,MCCE,Mixed Cervical Carcinoma
2405,STOMACH,Esophagus/Stomach
2406,SKCN,Congenital Nevus
2407,VPSCC,Verrucous Penile Squamous Cell Carcinoma
2409,AWM,AML without Maturation
2410,HNNE,Head and Neck Neuroendocrine Carcinoma
2411,OCS,Ovarian Carcinosarcoma/Malignant Mixed Mesodermal Tumor
2412,DFL,Duodenal-Type Follicular Lymphoma
2413,FHRCC,FH-Deficient Renal Cell Carcinoma
2414,HGBCL,"High-Grade B-Cell Lymphoma, NOS"
2415,PCLPD,Primary Cutaneous CD30 Positive T-Cell Lymphoproliferative Disorders
2417,LDD,Dysplastic Gangliocytoma of the Cerebellum/Lhermitte-Duclos Disease
2419,OGBL,Gonadoblastoma
2421,MRTL,Malignant Rhabdoid Tumor of the Liver
2424,URMM,Mucosal Melanoma of the Urethra
2428,PCNSL,Primary DLBCL of the central nervous system
2429,TRCC,Translocation-Associated Renal Cell Carcinoma
2430,ALAL,Acute Leukemias of Ambiguous Lineage
2431,ITLPDGI,Indolent T-Cell Lymphoproliferative Disorder of the GI Tract
2437,NECNOS,"Neuroendocrine Carcinoma, NOS"
2439,MLNPDGFRA,Myeloid/Lymphoid Neoplasms with PDGFRA Rearrangement
2442,SSM,Smoldering Systemic Mastocytosis
2443,UCU,Urethral Urothelial Carcinoma
2445,SPCC,Spindle Cell Carcinoma of the Lung
2446,TAC,Tubular Adenoma of the Colon
2447,BLL11Q,Burkitt-Like Lymphoma with 11q Aberration
2448,MTNN,Mature T and NK Neoplasms
2450,PDC,"Poorly Differentiated Carcinoma, NOS"
2451,CECC,Cervical Clear Cell Carcinoma
2452,MNGT,Meningothelial Tumor
2456,ETMF,Essential Thrombocythemia Myelofibrosis
2458,BLLKMT2A,B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged
2461,IDCT,Indeterminate Dendritic Cell Tumor
2462,AN,Atypical Nevus
2468,VULVA,Vulva/Vagina
2470,LCIS,Breast Lobular Carcinoma In Situ
2471,EMALT,Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue (MALT lymphoma)
2474,NLPHL,Nodular Lymphocyte-Predominant Hodgkin Lymphoma
2475,OUTT,Other Uterine Tumor
2480,GHCD,Gamma Heavy-Chain Disease
2484,TLL,T-Lymphoblastic Leukemia/Lymphoma
2486,BLCLC,Basaloid Large Cell Carcinoma of the Lung
2487,BLLETV6RUNX1,B-Lymphoblastic Leukemia/Lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1
2490,ALKLBCL,ALK Positive Large B-Cell Lymphoma
2491,MRLS,Myxoid/Round-Cell Liposarcoma
2496,CELI,Cervical Leiomyosarcoma
2497,VGCE,Villoglandular Adenocarcinoma of the Cervix
2498,NSGCT,Non-Seminomatous Germ Cell Tumor
2499,OSMCA,Ovarian Seromucinous Carcinoma
2500,ESMM,Mucosal Melanoma of the Esophagus
2501,NSCLCPD,Poorly Differentiated Non-Small Cell Lung Cancer
2504,IUP,Inverted Urothelial Papilloma
2506,MDS,Myelodysplastic Syndromes
2507,PCALCL,Primary Cutaneous Anaplastic Large Cell Lymphoma
2508,CCOV,Clear Cell Ovarian Cancer
2509,TPLL,T-Cell Prolymphocytic Leukemia
2510,AMLMRC,AML with Myelodysplasia-Related Changes
2511,OAT,Oncocytic Adenoma of the Thyroid
2513,HGSOC,High-Grade Serous Ovarian Cancer
2515,BLLIL3IGH,B-Lymphoblastic Leukemia/Lymphoma with t(5;14)(q31.1;q32.3) IL3-IGH
2516,PTH,Parathyroid Cancer
2519,JXG,Disseminated Juvenile Xanthogranuloma
2520,OSMAD,Ovarian Seromucinous Adenoma
2521,SCUP,Small Cell Carcinoma of Unknown Primary
2522,TMN,Therapy-Related Myeloid Neoplasms
2524,BRAIN,CNS/Brain
2525,BRCANOS,"Breast Invasive Cancer, NOS"
2528,CCLC,Clear Cell Carcinoma of the Lung
2530,SACA,Salivary Carcinoma
2531,AMLRGA,AML with Recurrent Genetic Abnormalities
2532,OSGCT,Osteoclastic Giant Cell Tumor
2534,SBOV,Serous Borderline Ovarian Tumor
2535,PLBMESO,"Pleural Mesothelioma, Biphasic Type"
2537,AMLNOS,"AML, NOS"
2538,MDSMPNRST,MDS/MPN with Ring Sideroblasts and Thrombocytosis
2539,NPTLTFH,Nodal Peripheral T-Cell Lymphoma with TFH Phenotype
2540,GBASC,Adenosquamous Carcinoma of the Gallbladder
2541,CAIS,Colon Adenocarcinoma In Situ
2543,HGNEC,High-Grade Neuroendocrine Carcinoma of the Colon and Rectum
2544,HSTCL,Hepatosplenic T-cell Lymphoma
2546,LCS,Langerhans Cell Sarcoma
2549,EPMT,Ependymomal Tumor
2550,ADNOS,"Adenocarcinoma, NOS"
2551,HGSOS,High-Grade Surface Osteosarcoma
2554,SMAHN,Systemic Mastocytosis with an Associated Hematological Neoplasm
2555,JSCB,Juvenile Secretory Carcinoma of the Breast
2557,MXOV,Mixed Ovarian Carcinoma
2560,CESE,Cervical Serous Carcinoma
2561,SCCNOS,"Squamous Cell Carcinoma, NOS"
2562,BPLL,B-Cell Prolymphocytic Leukemia
2563,UUC,Uterine Undifferentiated Carcinoma
2564,MIDDA,Amyloidosis
2565,VGCT,Germ Cell Tumor of the Vulva
2566,ALCLALKP,Anaplastic Large-Cell Lymphoma ALK Positive
2568,LBLIRF4,Large B-Cell Lymphoma with IRF4 Rearrangement
2569,HGONEC,High-Grade Neuroendocrine Carcinoma of the Ovary
2571,ISTAD,Intestinal Type Stomach Adenocarcinoma
2572,MMBC,Mixed Type Metaplastic Breast Cancer
2575,ASM,Aggressive Systemic Mastocytosis
2576,MATPL,Myeloid Atypical
2579,SDRPL,Splenic Diffuse Red Pulp Small B-Cell Lymphoma
2581,IMPTLD,Infectious Mononucleosis PTLD
2582,MIXED,Mixed Cancer Types
2584,RSCC,Renal Small Cell Carcinoma
2586,CERMS,Cervical Rhabdomyosarcoma
2587,NSCHL,Nodular Sclerosis Classical Hodgkin Lymphoma
2588,HCCIHCH,Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma
2589,MPN,Myeloproliferative Neoplasms
2590,SWDNET,Well-Differentiated Neuroendocrine Tumors of the Stomach
2591,UAS,Uterine Adenosarcoma
2592,MCN,Mucinous Cystic Neoplasm
2593,MCHSCNS,Mesenchymal Chondrosarcoma of the CNS
2594,GCCAP,Goblet Cell Carcinoid of the Appendix
2596,MGUSIGA,IgA
2599,OSMBT,Ovarian Seromucinous Borderline Tumor
2601,GBAD,"Gallbladder Adenocarcinoma, NOS"
2602,MAMPCA,Mixed Ampullary Carcinoma
2603,TAM,Transient Abnormal Myelopoiesis
2610,SPIR,Spiroma/Spiradenoma
2612,IMTB,Inflammatory Myofibroblastic Bladder Tumor
2614,PORO,Poroma/Acrospiroma
2615,MSCC,Metaplastic Squamous Cell Carcinoma
2616,SCBC,Small Cell Bladder Cancer
2617,MBGN,Myeloid Benign
2618,AHCD,Alpha Heavy-Chain Disease
2620,ALCLALKN,Anaplastic Large-Cell Lymphoma ALK Negative
2621,ACRM,Acral Melanoma
2622,SCCO,Small Cell Carcinoma of the Ovary
2624,SPDAC,Poorly Differentiated Carcinoma of the Stomach
2626,BLLBCRABL1L,"B-Lymphoblastic Leukemia/Lymphoma, BCR-ABL1 Like"
2628,PECOMA,Perivascular Epithelioid Cell Tumor
2634,MRC,Renal Medullary Carcinoma
2635,OSACA,"Salivary Carcinoma, Other"
2637,MPALKMT2A,Mixed Phenotype Acute Leukemia with t(v;11q23.3); KMT2A Rearranged
2638,LAM,Pulmonary Lymphangiomyomatosis
2639,ASCT,Adenosquamous Carcinoma of the Tongue
2640,PPCT,Proliferating Pilar Cystic Tumor
2641,PSTAD,Papillary Stomach Adenocarcinoma
2643,UMEC,Uterine Mixed Endometrial Carcinoma
2645,MDSRS,MDS with Ring Sideroblasts
2648,GN,Ganglioneuroma
2654,EHCH,Extrahepatic Cholangiocarcinoma
2655,MNET,Miscellaneous Neuroepithelial Tumor
2658,HGSFT,High-Grade Serous Fallopian Tube Cancer
2662,CMML1,Chronic Myelomonocytic Leukemia-1
2665,SFT,Solitary Fibrous Tumor/Hemangiopericytoma
2666,IFS,Infantile Fibrosarcoma
2668,SPB,Solitary Plasmacytoma of Bone
2669,MDS/MPN,Myelodysplastic/Myeloproliferative Neoplasms
2671,UTUC,Upper Tract Urothelial Carcinoma
2673,AMLMLLT3KMT2A,AML with t(9;11)(p21.3;q23.3);MLLT3-KMT2A
2676,SEBVTLC,Systemic EBV Positive T-Cell Lymphoma of Childhood
2677,VSC,Squamous Cell Carcinoma of the Vulva/Vagina
2680,MIDDO,"Monoclonal Immunoglobulin Deposition Diseases, Other"
2681,MBT,Miscellaneous Brain Tumor
2684,MBN,Mature B-Cell Neoplasms
2685,MBC,Metaplastic Breast Cancer
2686,IAMPCA,Intestinal Ampullary Carcinoma
2692,BLLRGA,B-Lymphoblastic Leukemia/Lymphoma with Recurrent Genetic Abnormalities
2697,LYG,Lymphomatoid Granulomatosis
2698,LBGN,Lymphoid Benign
2699,EBVDLBCLNOS,"EBV Positive DLBCL, NOS"
2701,ACN,"Acinar Cell Carcinoma, NOS"
2702,SOC,Serous Ovarian Cancer
2703,MHCD,Mu Heavy-Chain Disease
2704,OPHSC,Oropharynx Squamous Cell Carcinoma
2707,EMBC,Epithelial Type Metaplastic Breast Cancer
2708,UCS,Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor
2711,MYELOID,Myeloid
2712,LGGNOS,"Low-Grade Glioma, NOS"
2713,SS,Sezary Syndrome
2715,MDSMD,MDS with Multilineage Dysplasia
2716,PCATCL,Primary Cutaneous Acral CD8 Positive T-Cell Lymphoma
2717,LGNET,Low-Grade Neuroepithelial Tumor
2718,SSRCC,Signet Ring Cell Carcinoma of the Stomach
2720,LATL,Lymphoid Atypical
2721,OCNOS,"Ovarian Choriocarcinoma, NOS"
2723,MDSEB2,MDS with excess blasts-2
2725,SKAC,Skin Adnexal Carcinoma
2726,NMCHN,NUT Midline Carcinoma of the Head and Neck
2728,PTCL,"Peripheral T-Cell lymphoma, NOS"
2730,USTUMP,Uterine Smooth Muscle Tumor of Uncertain Malignant Potential
2731,OVARY,Ovary/Fallopian Tube
2732,MGUS,Monoclonal Gammopathy of Undetermined Significance
2735,CUPNOS,"Cancer of Unknown Primary, NOS"
2736,AMLRUNX1,AML with Mutated RUNX1
2738,ACPG,"Craniopharyngioma, Adamantinomatous Type"
2739,HGGNOS,"High-Grade Glioma, NOS"
2740,CEAS,Cervical Adenosquamous Carcinoma
2741,SNA,Sinonasal Adenocarcinoma
2742,BRCNOS,"Breast Invasive Carcinoma, NOS"
2743,SRCBC,Plasmacytoid/Signet Ring Cell Bladder Carcinoma
2744,PLEMESO,"Pleural Mesothelioma, Epithelioid Type"
2745,PMHE,Pseudomyogenic Hemangioendothelioma
2748,BTBOV,"Brenner Tumor, Borderline"
2749,UPA,Urothelial Papilloma
2750,CCM,Clear cell Meningioma
2756,MDSU,"MDS, Unclassifiable"
2757,MIDD,Monoclonal Immunoglobulin Deposition Diseases
2758,HNMASC,Mammary Analogue Secretory Carcinoma of Salivary Gland Origin
2759,NETNOS,"Neuroendocrine Tumor, NOS"
2760,CLLSLL,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma
2762,EP,Extraosseous Plasmacytoma
2763,BRSRCC,Breast Carcinoma with Signet Ring
2764,CELNOS,"Chronic Eosinophilic Leukemia, NOS"
2765,MLNER,Myeloid/Lymphoid Neoplasms with Eosinophilia and Rearrangement of  PDGFRA/PDGFRB or FGFR1 or with PCM1-JAK2
2767,CSNOS,"Breast Invasive Carcinosarcoma, NOS"
2768,SLCT,Sertoli-Leydig Cell Tumor
2769,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS"
2770,EOV,Endometrioid Ovarian Cancer
2771,BLLIAMP21,B-Lymphoblastic Leukemia/Lymphoma with iAMP21
2773,TSTAD,Tubular Stomach Adenocarcinoma
2776,MFH,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma
2779,GCB,Germinal Center B-Cell Type
2781,UDDC,Uterine Dedifferentiated Carcinoma
2782,BIALCL,Breast Implant-Associated Anaplastic Large-Cell Lymphoma
2783,AMLGATA2MECOM,"AML with inv(3)(q21.3q26.2) or t(3;3)(q21.3;q26.2); GATA2, MECOM"
2786,HGNET,High-Grade Neuroepithelial Tumor
2787,ARMM,Anorectal Mucosal Melanoma
2789,THHC,Hurthle Cell Thyroid Cancer
2790,TGCT,Tenosynovial Giant Cell Tumor Diffuse Type
2794,USC,Uterine Serous Carcinoma/Uterine Papillary Serous Carcinoma
2795,CEEN,Cervical Endometrioid Carcinoma
2798,UPDC,Poorly Differentiated Carcinoma of the Uterus
2799,CCHDM,Conventional Type Chordoma
2800,UA,Urachal Adenocarcinoma
2803,HCL-V,Hairy Cell Leukemia-Variant
2805,ESST,Ewing Sarcoma of Soft Tissue
2807,LYP,Lymphomatoid Papulosis
2808,CMLBCRABL1,"Chronic Myeloid Leukemia, BCR-ABL1+"
2809,CCPRC,Clear Cell Papillary Renal Cell Carcinoma
2813,AMOL,Acute Monoblastic/Monocytic Leukemia
2815,NKCLL,Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma
2816,PLSMESO,"Pleural Mesothelioma, Sarcomatoid Type"
2817,CCBOV,Clear Cell Borderline Ovarian Tumor
2818,ET,Essential Thrombocythemia
2819,PMFPES,"Primary Myelofibrosis, Prefibrotic/Early Stage"
2820,HPHSC,Hypopharynx Squamous Cell Carcinoma
2821,LGCOS,Low-Grade Central Osteosarcoma
2822,PV,Polycythemia Vera
2823,MUP,Melanoma of Unknown Primary
2825,MLNPDGFRB,Myeloid/Lymphoid Neoplasms with PDGFRB Rearrangement
2827,MDSEB1,MDS with excess blasts-1
2831,APXA,Anaplastic Pleomorphic Xanthoastrocytoma
2834,SCB,Sarcomatoid Carcinoma of the Urinary Bladder
2837,BLLBCRABL1,B-Lymphoblastic Leukemia/Lymphoma with t(9;22)(q34.1;q11.2);BCR-ABL1
2838,MNGLP,Myeloid Neoplasms with Germ Line Predisposition
2839,LGFMS,Low-Grade Fibromyxoid Sarcoma
2840,HDCS,Histiocytic Dendritic Cell Sarcoma
2842,MAAP,Mucinous Adenocarcinoma of the Appendix
2847,SCGBC,Small Cell Gallbladder Carcinoma
2849,UASC,Uterine Adenosquamous Carcinoma
2850,BFN,Breast Fibroepithelial Neoplasms
2853,CEMN,Mesonephric Carcinoma
2857,UNEC,Uterine Neuroendocrine Carcinoma
2858,USMT,Uterine Smooth Muscle Tumor
2859,MPALTNOS,"Mixed Phenotype Acute Leukemia, T/Myeloid, NOS"
2860,GRC,Gastric Remnant Adenocarcinoma
2862,SBL,Sialoblastoma
2863,MPALBCRABL1,Mixed Phenotype Acute Leukemia with t(9;22)(q34.1;q11.2); BCR-ABL1
2864,ISMCL,In Situ Mantle Cell Neoplasia
2865,IMMC,Breast Invasive Mixed Mucinous Carcinoma
2866,TMESO,Testicular Mesothelioma
2868,PSEC,Peritoneal Serous Carcinoma
2870,LPL,Lymphoplasmacytic Lymphoma
2875,CCHM,Carcinoma with Chondroid Metaplasia
2878,MRT,Rhabdoid Cancer
2879,IDC,Breast Invasive Ductal Carcinoma
2881,LUPC,Pleomorphic Carcinoma of the Lung
2882,MCSL,Mast Cell Sarcoma
2884,COM,Carcinoma with Osseous Metaplasia
2885,CUP,Cancer of Unknown Primary
2887,AMLBCRABL1,AML with BCR-ABL1
2888,MCS,Metaplastic Carcinosarcoma
2889,APTAD,Atypical Pituitary Adenoma
2890,PCGDTCL,Primary Cutaneous Gamma Delta T-Cell Lymphoma
2891,OUSARC,"Uterine Sarcoma, Other"
2892,MLADS,Myeloid Leukemia Associated with Down Syndrome
2893,HVLL,Hydroa Vacciniforme Like Lymphoproliferative Disorder
2894,DES,Desmoid/Aggressive Fibromatosis
2895,ULM,Uterine Leiomyoma
2899,BTBEOV,"Brenner Tumor, Benign"
2903,RCYC,Refractory Cytopenia of Childhood
2904,UELMS,Uterine Epithelioid Leiomyosarcoma
2905,ABC,Activated B-cell Type
2908,SMMCL,Mast Cell Leukemia
2909,AMLRBM15MKL1,AML (megakaryoblastic) with t(1;22)(p13.3;q13.3);RBM15-MKL1
2910,BLL,B-Lymphoblastic Leukemia/Lymphoma
2911,MPALBNOS,"Mixed Phenotype Acute Leukemia, B/Myeloid, NOS"
2913,CMC,Medullary Carcinoma of the Colon
2914,MGUSIGM,IgM
2915,GCEMU,Gastric Type Mucinous Carcinoma
2917,FT,Fibrothecoma
2918,MELC,Melanocytoma
2920,PHCH,Perihilar Cholangiocarcinoma
2922,PVMF,Polycythaemia Vera Myelofibrosis
2925,MCCHL,Mixed Cellularity Classical Hodgkin Lymphoma
2927,SCSRMS,Spindle Cell/Sclerosing Rhabdomyosarcoma
2929,GNOS,"Glioma, NOS"
2932,PCNSMT,Primary CNS Melanocytic Tumors
2933,EPDCA,Esophageal Poorly Differentiated Carcinoma
2934,STMYEC,Soft Tissue Myoepithelial Carcinoma
2936,EGC,Esophagogastric Adenocarcinoma
2937,BLLHYPER,B-Lymphoblastic Leukemia/Lymphoma with Hyperdiploidy
2942,LIMNET,Malignant Nonepithelial Tumor of the Liver
2943,PRNE,Prostate Neuroendocrine Carcinoma
2944,ACML,"Atypical Chronic Myeloid Leukemia, BCR-ABL1-"
2946,VPDC,Poorly Differentiated Vaginal Carcinoma
2947,PLBL,Plasmablastic Lymphoma
2949,SRAP,Signet Ring Cell Type of the Appendix
2950,DSRCT,Desmoplastic Small-Round-Cell Tumor
2951,MPNU,"Myeloproliferative Neoplasms, Unclassifiable"
2954,SBLU,"Splenic B-Cell Lymphoma/Leukemia, Unclassifiable"
2955,APLPMLRARA,APL with PML-RARA
2957,BLADDER,Bladder/Urinary Tract
2958,CENE,Cervical Neuroendocrine Tumor
2961,TAML,Therapy-Related Acute Myeloid Leukemia
2962,LAIS,Lung Adenocarcinoma In Situ
2963,PCGP,"Craniopharyngioma, Papillary Type"
2964,ISM,Indolent Systemic Mastocytosis
2965,BLLHYPO,B-Lymphoblastic Leukemia/Lymphoma with Hypodiploidy
2966,SRCCR,Signet Ring Cell Adenocarcinoma of the Colon and Rectum
2967,UPECOMA,Uterine Perivascular Epithelioid Cell Tumor
2968,SPZM,Spitzoid Melanoma
2969,AECA,Sweat Gland Carcinoma/Apocrine Eccrine Carcinoma
2970,MDSRSSLD,MDS with Ring Sideroblasts and Single Lineage Dysplasia
2972,DCS,Dendritic Cell Sarcoma
2973,MGUSIGG,IgG
2975,BGCT,"Germ Cell Tumor, Brain"
2978,PCFCL,Primary Cutaneous Follicle Center Lymphoma
2980,CEVG,Villoglandular Carcinoma
2981,AWDNET,Well-Differentiated Neuroendocrine Tumor of the Appendix
2982,IMS,Myofibromatosis
2983,THPD,Poorly Differentiated Thyroid Cancer
2984,MDSID5Q,MDS with Isolated Del(5q)
2985,AMLDEKNUP214,AML with t(6;9)(p23;q34.1);DEK-NUP214
2986,SARCL,Sarcomatoid Carcinoma of the Lung
2988,LNET,Lung Neuroendocrine Tumor
2989,SGAD,Sweat Gland Adenocarcinoma
2993,PCNSM,Primary CNS Melanoma
2994,URCA,Urachal Carcinoma
2995,MDSEB,MDS with Excess Blasts
2996,MDSSLD,MDS with Single Lineage Dysplasia
3000,CCSK,Clear Cell Sarcoma of Kidney
3002,SGTTL,Salivary Gland-Type Tumor of the Lung
3004,PHPTLD,Plasmacytic Hyperplasia PTLD
3006,AMLCEBPA,AML with Biallelic Mutations of CEBPA
3008,TT,Teratoma
3009,FTCL,Follicular T-Cell Lymphoma
3012,HGNES,High-Grade Neuroendocrine Carcinoma of the Stomach
3013,MNM,Myeloid Neoplasm
3014,GINET,Gastrointestinal Neuroendocrine Tumors
3015,HNMUCM,Head and Neck Mucosal Melanoma
3018,SAAD,Salivary Adenocarcinoma
3020,PTHC,Parathyroid Carcinoma
3021,MDSRSMD,MDS with Ring Sideroblasts and Multilineage Dysplasia
3022,JMML,Juvenile Myelomonocytic Leukemia
3023,CLPDNK,Chronic Lymphoproliferative Disorder of NK Cells
3024,VMA,Mucinous Adenocarcinoma of the Vulva/Vagina
3025,DLBCLCI,DLBCL Associated with Chronic Inflammation
3026,SBWDNET,Small Bowel Well-Differentiated Neuroendocrine Tumor
3027,GEJ,Adenocarcinoma of the Gastroesophageal Junction
3028,BNNOS,"Breast Neoplasm, NOS"
3029,SMN,"Smooth Muscle Neoplasm, NOS"
3030,ADMA,Adamantinoma
3034,ATLL,Adult T-Cell Leukemia/Lymphoma
3037,IVBCL,Intravascular Large B-Cell Lymphoma
3038,SBC,Small Bowel Cancer
3040,CCS,Clear Cell Sarcoma
3042,UMLMS,Uterine Myxoid Leiomyosarcoma
3045,ABL,Acute Basophilic Leukemia
3046,PTLD,Posttransplant Lymphoproliferative Disorders
3048,CML,Chronic Myelogenous Leukemia
3049,NCCRCC,Renal Non-Clear Cell Carcinoma
3051,DCIS,Breast Ductal Carcinoma In Situ
3054,ALUCA,Atypical Lung Carcinoid
3055,PACT,Cystic Tumor of the Pancreas
3057,RGNT,Rosette-forming Glioneuronal Tumor of the Fourth Ventricle
3058,AUL,Acute Undifferentiated Leukemia
3062,LUMEC,Mucoepidermoid Carcinoma of the Lung
3064,DIFG,Diffuse Glioma
3065,MDSMPNU,"MDS/MPN, Unclassifiable"
3068,MDLC,Breast Mixed Ductal and Lobular Carcinoma
3070,SCCRCC,Renal Clear Cell Carcinoma with Sarcomatoid Features
3071,RAS,Radiation-Associated Sarcoma
3074,EGCT,Extra Gonadal Germ Cell Tumor
3075,ACBC,Adenoid Cystic Breast Cancer
3076,POCA,Porocarcinoma/Spiroadenocarcinoma
3077,PRNET,Primary Neuroepithelial Tumor
3078,UMNC,Uterine Mesonephric Carcinoma
3079,CNL,Chronic Neutrophilic Leukemia
3083,ANKL,Aggressive NK-Cell Leukemia
3084,CMML0,Chronic Myelomonocytic Leukemia-0
3086,PTFL,Pediatric-Type Follicular Lymphoma
3090,RWDNET,Well-Differentiated Neuroendocrine Tumor of the Rectum
3091,MLNFGFR1,Myeloid/Lymphoid Neoplasms with FGFR1 Rearrangement
3092,LGSOC,Low-Grade Serous Ovarian Cancer
3093,MCD,Mastocytosis
3096,TNET,Thymic Neuroendocrine Tumor
3099,BTMOV,"Brenner Tumor, Malignant"
